Description,Location,Price (PHP),Bedrooms,Floor_area (sqm),Land_area (sqm),Link
2CG House and Lot for sale in Tandang Sora Katipunan Commonwealth Quezon City,"Commonwealth, Quezon City","11,500,000",4,187,78,https://www.lamudi.com.ph/2cg-house-and-lot-for-sale-in-tandang-sora-katipunan-commonwealth-quezon-city.html
"For Sale: 5 Bedroom, 3 Toilet and Bath Townhouse in Lahug, Cebu City","Apas, Cebu","12,000,000",5,182,112,https://www.lamudi.com.ph/for-sale-5-bedroom-3-toilet-and-bath-townhouse-in-lahug-cebu-city.html
Great Deal- Reduced Price! Townhouse For Sale walking distance to SM North Edsa,"Project 6, Quezon City","6,900,000",3,100,51,https://www.lamudi.com.ph/great-deal-reduced-price-townhouse-for-sale-walking-distance-to-sm-north-edsa.html
Urgent SALE for a CAUSE! 7M only!! Charming 2 Storey House & Lot @ Molino Cavite,"Molino I, Bacoor","7,000,000",3,300,165,https://www.lamudi.com.ph/urgent-sale-for-a-cause-7m-only-charming-2-storey-house-lot-molino-cavite.html
4 Bedroom House and Lot for Sale in BF Resort Las Pinas Ready to Occupy,"Talon Dos, Las Pinas","17,000,000",4,220,169,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-in-bf-resort-las-pinas-ready-to-occupy.html
"Mahogany Place 1, TownHouse For Sale Duplex Upgraded in Taguig City","Ususan, Taguig","18,000,000",3,280,119,https://www.lamudi.com.ph/mahogany-place-1-townhouse-for-sale-duplex-upgraded-in-taguig-city.html
"3 Bedroom House & Lot For Sale in Laoag, Ilocos Norte","Bgy. No. 11  Santa Balbina, Laoag","19,900,000",3,200,398,https://www.lamudi.com.ph/3-bedroom-house-lot-for-sale-in-laoag-ilocos-norte.html
"For Sale 3BR 2-Storey Newly Built House in St. Jude, CSFP in San Fernando","San Agustin, San Fernando","4,200,000",3,175,95,https://www.lamudi.com.ph/for-sale-3br-2-storey-newly-built-house-in-st-jude-csfp-in-san-fernando.html
Brand New spacious 6BR House and lot in Tivoli Royale QC with indoor pool,"Batasan Hills, Quezon City","78,000,000",6,550,310,https://www.lamudi.com.ph/brand-new-spacious-6br-house-and-lot-in-tivoli-royale-qc-with-indoor-pool.html
2 Storey Townhouse For Sale in Pasig,"Countryside, Pasig","5,000,200",3,62,60,https://www.lamudi.com.ph/2-storey-townhouse-for-sale-in-pasig.html
In-House Financing Ready 2BR Townhouse for sale in Las Pinas City in Almanza Dos,"Almanza Dos, Las Pinas","4,899,000",2,54,51,https://www.lamudi.com.ph/in-house-financing-ready-2br-townhouse-for-sale-in-las-pinas-city-in-almanza-dos.html
"3 Bedrooms House and Lot For Sale in Silang, Cavite","Sabutan, Silang","3,600,000",3,98,90,https://www.lamudi.com.ph/3-bedrooms-house-and-lot-for-sale-in-silang-cavite.html
Fully furnished House and Lot For Sale in Tagaytay,"Mag-Asawang Ilat, Tagaytay","10,900,000",5,300,179,https://www.lamudi.com.ph/fully-furnished-house-and-lot-for-sale-in-tagaytay-1.html
"8 BR RFO, House and Lot with swimming pool for sale in Greenwoods, Pasig","Pinagbuhatan, Pasig","35,000,000",8,580,259,https://www.lamudi.com.ph/8-br-rfo-house-and-lot-with-swimming-pool-for-sale-in-greenwoods-pasig.html
4 Bedrooms For Sale!!in Taytay Rizal Greenwoods...Brand New Ready For Occupancy,"Santa Ana, Taytay","15,500,000",4,180,120,https://www.lamudi.com.ph/4-bedrooms-for-sale-in-taytay-rizal-greenwoods-brand-new-ready-for-occupancy.html
4Bedrooms For Sale in Taytay Rizal..Overlooking View Manila..Flood free...,"San Isidro, Taytay","9,000,000",4,108,152,https://www.lamudi.com.ph/4bedrooms-for-sale-in-taytay-rizal-overlooking-view-manila-flood-free.html
2 Bedrooms For Sale!!!in Antipolo Rizal near Robinson RFO Flood Free...,"San Isidro, Antipolo","3,800,000",2,72,46,https://www.lamudi.com.ph/2-bedrooms-for-sale-in-antipolo-rizal-near-robinson-rfo-flood-free.html
"5 Bedrooms For sale!! in Antipolo Rizal...Overlooking View Manila, with Pool..","San Juan, Antipolo","120,000,000",5,800,861,https://www.lamudi.com.ph/5-bedrooms-for-sale-in-antipolo-rizal-overlooking-view-manila-with-pool.html
"3 Bedroom Fully Furnished Duplex House for Sale in Mandaue City, Cebu","Canduman, Mandaue","6,200,000",3,84,81,https://www.lamudi.com.ph/3-bedroom-fully-furnished-duplex-house-for-sale-in-mandaue-city-cebu.html
For sale 2 bedroom single firewall ready home in trails of maia alta in antipolo,"Dalig, Antipolo","7,413,725",2,60,120,https://www.lamudi.com.ph/for-sale-2-bedroom-single-firewall-ready-home-in-trails-of-maia-alta-in-antipolo.html
5BR Bungalow Swiss Designed House w/ Big Lot Area & Beautiful Lanscape Garden,"Mohon, Talisay","36,000,000",5,309,2080,https://www.lamudi.com.ph/5br-bungalow-swiss-designed-house-w-big-lot-area-beautiful-lanscape-garden.html
For Sale Overlooking & Breathtaking City/Sea View 3-Storey House and Lot located,"Guadalupe, Cebu","39,000,000",6,756,376,https://www.lamudi.com.ph/for-sale-overlooking-breathtaking-city-sea-view-3-storey-house-and-lot-located.html
"Beautiful 4bedroom corner lot house in Portofino Heights Daang Hari, Las Pinas","Almanza Dos, Las Pinas","42,000,000",4,450,448,https://www.lamudi.com.ph/beautiful-4bedroom-corner-lot-house-in-portofino-heights-daang-hari-las-pinas.html
"Bungalow House and Lot, 2 Bedrooms at Deca Clark Angeles Pampanga","Margot, Angeles","3,000,000",2,65,100,https://www.lamudi.com.ph/bungalow-house-and-lot-2-bedrooms-at-deca-clark-angeles-pampanga.html
For Sale Interior Designed Townhouse Unit in Greenhills Courtyard II- San Juan,"Greenhills, San Juan","20,000,000",3,200,50,https://www.lamudi.com.ph/for-sale-interior-designed-townhouse-unit-in-greenhills-courtyard-ii-san-juan.html
"Mckinley Hill Village 3-Storey Modern House & Lot for Sale Taguig Nr. BGC,Makati","McKinley Hill, Taguig","102,000,000",5,587,229,https://www.lamudi.com.ph/mckinley-hill-village-3-storey-modern-house-lot-for-sale-taguig-nr-bgc-makati.html
"Vista Verde 4 Bedroom House For Sale Cainta, Rizal Nr. Eastwood, Sta. Lucia Mall","San Isidro, Cainta","29,000,000",4,720,840,https://www.lamudi.com.ph/vista-verde-4-bedroom-house-for-sale-cainta-rizal-nr-eastwood-sta-lucia-mall.html
"Brand New 4-Storey House & Lot for Sale in Cubao, Quezon City nr. South Triangle","Cubao, Quezon City","29,000,000",4,268,81,https://www.lamudi.com.ph/brand-new-4-storey-house-lot-for-sale-in-cubao-quezon-city-nr-south-triangle.html
3 Bedroom Townhouse (Inner) for sale at Amaia Series Nuvali in Laguna,"Santo Domingo, Santa Rosa","5,400,000",3,65,60,https://www.lamudi.com.ph/3-bedroom-townhouse-inner-for-sale-at-amaia-series-nuvali-in-laguna-1.html
"2-Storey 3-Bedroom Townhome Inner Unit for Sale - Estanzia Enclave, Tanza Cavite","Halayhay, Tanza","3,000,000",3,55,50,https://www.lamudi.com.ph/2-storey-3-bedroom-townhome-inner-unit-for-sale-estanzia-enclave-tanza-cavite.html
"3-Bedroom Duplex House and Lot for Sale in Villaggio Enclave, General Trias, Cavite","Buenavista I, General Trias","3,000,000",3,55,80,https://www.lamudi.com.ph/3-bedroom-duplex-house-and-lot-for-sale-in-villaggio-enclave-general-trias-cavite.html
"Tagaytay Country Homes Brand New 4 Bedroom House for Sale in Tagaytay, Cavite","Maitim 2nd West, Tagaytay","16,500,000",4,360,207,https://www.lamudi.com.ph/tagaytay-country-homes-brand-new-4-bedroom-house-for-sale-in-tagaytay-cavite.html
"2 Bedroom House For Sale in Pacifictown Conchu 1, Trece Martires, Cavite","Conchu, Trece Martires","1,500,000",2,42,40,https://www.lamudi.com.ph/2-bedroom-house-for-sale-in-pacifictown-conchu-1-trece-martires-cavite.html
For Sale: Well-maintained 2-Storey House with pool at Loyola Grand Villas,"Matandang Balara, Quezon City","85,000,000",4,600,587,https://www.lamudi.com.ph/for-sale-well-maintained-2-storey-house-with-pool-at-loyola-grand-villas.html
"CRD # 80066 House and Lot For Sale in San Isidro, Paranaque City","San Isidro, Paranaque","12,700,000",2,90,179,https://www.lamudi.com.ph/crd-80066-house-and-lot-for-sale-in-san-isidro-paranaque-city.html
For Sale House and Lot in Paranaque,"Moonwalk, Paranaque","9,500,000",5,160,83,https://www.lamudi.com.ph/for-sale-house-and-lot-in-paranaque.html
Brand-new Furnished 5 Bedroom House & Lot for Sale in Angeles City near SM Clark,"Amsic, Angeles","35,000,000",5,330,305,https://www.lamudi.com.ph/brand-new-furnished-5-bedroom-house-lot-for-sale-in-angeles-city-near-sm-clark.html
Classic Mediterranean 6 BR House and Lot with Swimming Pool for Sale in Angeles,"Sapalibutad, Angeles","39,500,000",6,500,656,https://www.lamudi.com.ph/classic-mediterranean-6-br-house-and-lot-with-swimming-pool-for-sale-in-angeles.html
"4-Storey House for Sale in Anvaya Cove with Mountain Sea view in Morong,Bataan","Sabang, Morong","80,000,000",4,500,706,https://www.lamudi.com.ph/4-storey-house-for-sale-in-anvaya-cove-with-mountain-sea-view-in-morong-bataan.html
"House with Pool for Sale in The Heritage, Mandaue City","Jagobiao, Mandaue","17,000,000",3,185,315,https://www.lamudi.com.ph/house-with-pool-for-sale-in-the-heritage-mandaue-city.html
"4 Bedroom House for Sale in Better Living, Paranaque City","Don Bosco, Paranaque","12,000,000",4,190,96,https://www.lamudi.com.ph/4-bedroom-house-for-sale-in-better-living-paranaque-city.html
2 bedroom house & lot for sale near sm fairview & ayala terraces mall,"Camarin, Caloocan","3,800,000",2,105,62,https://www.lamudi.com.ph/2-bedroom-house-lot-for-sale-near-sm-fairview-ayala-terraces-mall.html
Solar Powered Four-Bedroom Two Storey House,"Pampang, Angeles","16,500,000",4,226,156,https://www.lamudi.com.ph/solar-powered-four-bedroom-two-storey-house.html
rush!!! sacrifice sale 2 storey house and lot 4 bedroom,"Almanza Dos, Las Pinas","6,500,000",4,160,92,https://www.lamudi.com.ph/rush-sacrifice-sale-2-storey-house-and-lot-4-bedroom.html
"Vista Verde 2-Storey House For Sale in Cainta, Rizal Nr. Libis, Ortigas,Eastwood","San Isidro, Cainta","29,000,000",4,720,840,https://www.lamudi.com.ph/vista-verde-2-storey-house-for-sale-in-cainta-rizal-nr-libis-ortigas-eastwood.html
"Stonecrest Subdivision 3 Storey Beautiful House for Sale in San Pendro, Laguna","Estrella, San Pedro","35,000,000",5,560,480,https://www.lamudi.com.ph/stonecrest-subdivision-3-storey-beautiful-house-for-sale-in-san-pendro-laguna.html
Capitol 8|5 Bedroom 5BR Fascinating Modern European House for Sale in Pasig City,"Kapitolyo, Pasig","115,000,000",5,778,400,https://www.lamudi.com.ph/capitol-8-5-bedroom-5br-fascinating-modern-european-house-for-sale-in-pasig-city.html
Don Antonio Royale Estates 4BR Modern House for Sale Q.C nr Tivoli Royalle,"Matandang Balara, Quezon City","55,000,000",4,331,321,https://www.lamudi.com.ph/don-antonio-royale-estates-4br-modern-house-for-sale-q-c-nr-tivoli-royalle.html
Ayala alabang Village Brand New 4 Bedroom House for Sale Muntinlupa Nr.Portofino,"Ayala Alabang, Muntinlupa","228,000,000",4,830,570,https://www.lamudi.com.ph/ayala-alabang-village-brand-new-4-bedroom-house-for-sale-muntinlupa-nr-portofino.html
"Classic Mediterranean House and Lot for Sale in Don Antonio Royale, Quezon City","Matandang Balara, Quezon City","55,000,000",4,331,321,https://www.lamudi.com.ph/classic-mediterranean-house-and-lot-for-sale-in-don-antonio-royale-quezon-city.html
rush!!! sacrifice sale 2 storey house and lot 4 bedroom,"Almanza Dos, Las Pinas","6,500,000",4,160,92,https://www.lamudi.com.ph/rush-sacrifice-sale-2-storey-house-and-lot-4-bedroom.html
"4 Bedroom House for Sale in Better Living, Paranaque City","Don Bosco, Paranaque","12,000,000",4,190,96,https://www.lamudi.com.ph/4-bedroom-house-for-sale-in-better-living-paranaque-city.html
"Three Storey Jungle House with Gazebo for sale in Bakakeng Central, Baguio","Bakakeng Central, Baguio","28,000,000",5,420,500,https://www.lamudi.com.ph/three-storey-jungle-house-with-gazebo-for-sale-in-bakakeng-central-baguio.html
"Must-See Black House in Loyola Grand Villas, Quezon City","Matandang Balara, Quezon City","128,000,000",5,700,860,https://www.lamudi.com.ph/must-see-black-house-in-loyola-grand-villas-quezon-city.html
"Avante Garde Modern House and lot for Sale in Ayala Alabang, Muntinlupa","Ayala Alabang, Muntinlupa","330,000,000",9,1350,784,https://www.lamudi.com.ph/avante-garde-modern-house-and-lot-for-sale-in-ayala-alabang-muntinlupa.html
"Vista Verde 2-Storey House For Sale in Cainta, Rizal Nr. Libis, Ortigas,Eastwood","San Isidro, Cainta","29,000,000",4,720,840,https://www.lamudi.com.ph/vista-verde-2-storey-house-for-sale-in-cainta-rizal-nr-libis-ortigas-eastwood.html
"Stonecrest Subdivision 3 Storey Beautiful House for Sale in San Pendro, Laguna","Estrella, San Pedro","35,000,000",5,560,480,https://www.lamudi.com.ph/stonecrest-subdivision-3-storey-beautiful-house-for-sale-in-san-pendro-laguna.html
Capitol 8|5 Bedroom 5BR Fascinating Modern European House for Sale in Pasig City,"Kapitolyo, Pasig","115,000,000",5,778,400,https://www.lamudi.com.ph/capitol-8-5-bedroom-5br-fascinating-modern-european-house-for-sale-in-pasig-city.html
Don Antonio Royale Estates 4BR Modern House for Sale Q.C nr Tivoli Royalle,"Matandang Balara, Quezon City","55,000,000",4,331,321,https://www.lamudi.com.ph/don-antonio-royale-estates-4br-modern-house-for-sale-q-c-nr-tivoli-royalle.html
Ayala alabang Village Brand New 4 Bedroom House for Sale Muntinlupa Nr.Portofino,"Ayala Alabang, Muntinlupa","228,000,000",4,830,570,https://www.lamudi.com.ph/ayala-alabang-village-brand-new-4-bedroom-house-for-sale-muntinlupa-nr-portofino.html
"Classic Mediterranean House and Lot for Sale in Don Antonio Royale, Quezon City","Matandang Balara, Quezon City","55,000,000",4,331,321,https://www.lamudi.com.ph/classic-mediterranean-house-and-lot-for-sale-in-don-antonio-royale-quezon-city.html
Brand New Modern Industrial Design 2 Storey House in Angeles City,"Pampang, Angeles","13,000,000",4,211,176,https://www.lamudi.com.ph/brand-new-modern-industrial-design-2-storey-house-in-angeles-city.html
"For Sale Single Attached House and Lot, 2 Bedrooms and 2 Bathrooms, San Fernando","Del Carmen, San Fernando","2,598,735",2,70,70,https://www.lamudi.com.ph/for-sale-single-attached-house-and-lot-2-bedrooms-and-2-bathrooms-san-fernando.html
6-BR Fully-Furnished Luxury House and Lot For Sale Crosswinds Tagaytay,"Iruhin East, Tagaytay","58,637,000",6,209,679,https://www.lamudi.com.ph/6-br-fully-furnished-luxury-house-and-lot-for-sale-crosswinds-tagaytay.html
"2-Storey 4BR House and Lot (Jazmine Model) for Sale in Governor's Hills, General Tria...","Biclatan, General Trias","6,841,640",4,160,154,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-jazmine-model-for-sale-in-governors-hills-general-trias-cavite.html
2-Storey 3BR Single Detached House and Lot (Wellington Model) for Sale in Washington ...,"Sampaloc II, Dasmarinas","6,265,385",3,78,160,https://www.lamudi.com.ph/2-storey-3br-single-detached-house-and-lot-wellington-model-for-sale-in-washington-place-dasmarinas-cavite.html
"4BR House and Lot (Savannah Model) for Sale in San Francisco Heights, Calamba, Laguna","Palo-Alto, Calamba","5,770,000",4,80,110,https://www.lamudi.com.ph/4br-house-and-lot-savannah-model-for-sale-in-san-francisco-heights-calamba-laguna.html
"2-Storey 4BR House and Lot (Shanata Model) for Sale in Suntrust Sentosa, Calamba, Lag...","Punta, Calamba","8,557,360",4,171,176,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-shanata-model-for-sale-in-suntrust-sentosa-calamba-laguna.html
"2-Storey 3-Bedroom House and Lot (Alto Model) for Sale in Gran Avila, Calamba, Laguna...","Majada Labas, Calamba","2,902,810",3,60,90,https://www.lamudi.com.ph/2-storey-3-bedroom-house-and-lot-alto-model-for-sale-in-gran-avila-calamba-laguna.html
"2-Bedroom Elegant and Affordable House and Lot for Sale in Dona Rufina, Bagakay, Ozam...","Bagakay, Ozamiz","850,000",2,35,50,https://www.lamudi.com.ph/2-bedroom-elegant-and-affordable-house-and-lot-for-sale-in-dona-rufina-bagakay-ozamiz-city-sulit-modern.html
"2-Storey 4BR House and Lot (Orabella Model) for Sale in Siena Hills, Lipa City, Batan...","Antipolo del Sur, Lipa","7,860,710",4,147,176,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-orabella-model-for-sale-in-siena-hills-lipa-city-batangas.html
"2BR Quadruplex Townhouse (TH-46) for Sale in Avila Heights, Santo Tomas, Batangas","San Antonio, Santo Tomas","2,464,168",2,46,51,https://www.lamudi.com.ph/2br-quadruplex-townhouse-th-46-for-sale-in-avila-heights-santo-tomas-batangas.html
"3-Bedroom Single Detached House and Lot for Sale in The Emerald Residences, Bagakay, ...","Bagakay, Ozamiz","2,906,840",3,56,100,https://www.lamudi.com.ph/3-bedroom-single-detached-house-and-lot-for-sale-in-the-emerald-residences-bagakay-ozamiz-city-piedra-verde-jade-model.html
Brand new modern 2-storey house and lot for sale in bf homes paranaque City,"B.F. Homes, Paranaque","24,000,000",4,210,204,https://www.lamudi.com.ph/brand-new-modern-2-storey-house-and-lot-for-sale-in-bf-homes-paranaque-city-1.html
Modern Design Newly Built House and Lot for Sale in BF Homes Paranaque,"B.F. Homes, Paranaque","19,200,000",4,285,189,https://www.lamudi.com.ph/modern-design-newly-built-house-and-lot-for-sale-in-bf-homes-paranaque-1.html
"3stry elegant twnhse, 12months to pay downpayment, Banlat Tandang Sora","Matandang Balara, Quezon City","7,750,000",3,180,60,https://www.lamudi.com.ph/3stry-elegant-twnhse-12months-to-pay-downpayment-banlat-tandang-sora.html
Enrty level for small family in San Juan,"Kabayanan, San Juan","7,650,000",3,106,25,https://www.lamudi.com.ph/enrty-level-for-small-family-in-san-juan.html
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa","40,322,000",3,323,91,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-end-unit-elevated-garden-3.html
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa","28,903,000",3,250,93,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-unit-facing-clubhouse-3.html
